Frequency,P3® 750 JCAT G,P3® 750 CA,P3® 750 JCASS,P3® 625 JCAM109,P3® 750 JCASP SM MT,P3® 625 JCAT 3G AJ,QR® 860 JCA,QR® 715 JCASS SM MT,QR® 715 JCA,QR® 860 JCASST O,QR® 715 JCASST G,QR® 540 JCASP,QR® 540 JCASS,QR® 860 JCASP,P3® 875 JCASST B,QR® 540 JCASST B,QR® 540 JCA GREY SM MT,QR® 540 JCAT 3G AJ SM,P3® 500 JCAR,P3® 875 CA,P3® 500 JCASS,P3® 500  JCAM109,P3® 625 JCASST W,P3® 875 JCAT 3G AJ,P3® 875 JCASP,P3® 840 JCASS,P3® 750 JCAT 3G AJ,P3® 500 JCAT 3G AJ,QR® 540 JCAM109 SM MT,QR® 860 JCASS,QR® 540 JCAR SM MT,P3® 875 JCASS,P3® 750 JCASS SM MT,P3® 750 JCASST W,QR® 860 JCA SM MT,QR® 540 JCASS SM MT,QR® 540 JCA,P3® 500 JCAM109 SM MT,P3® 500 CA,P3® 625 JCASS SM MT,P3® 625 JCASST B,P3® 625 JCA,QR® 540 JCASST O SM MT,QR® 540 JCASP SM MT,QR® 715 JCAT R,QR® 715 JCA SM MT,P3® 500 JCAT G SM MT,QR® 715 JCAT 3G AJ,QR® 715 JCASS,QR® 715 JCAT G,P3® 700 JCA,P3® 875 JCA,P3® 500 JCA SM MT,P3® 625 JCASP,P3® 700 JCASS,P3® 625 JCASS,P3® 500 JCASST W,P3® 750 JCA,P3® 625 JCAR,QR® 860 JCAT 3G AJ,QR® 540 JCAT B,QR® 540 JCAM109,QR® 540 JCA SM MT,QR® 715 JCAT Y,QR® 540 JCAR,QR® 540 JCASST O,QR® 715 JCAT G SM MT,P3® 500 JCASS SM MT,P3® 625 CA,P3® 500 JCASST G SM MT,P3® 500 JCASP,P3® 500 JCAT B,QR® 860 JCASS SM MT,QR® 540 JCART R,QR® 715 JCASP,QR® 715 JCASST O SM MT,P3® 840 JCA,P3® 750 JCA SM MT,P3® 500 JCAT R SM MT,P3® 625 JCAT G SM MT,2273V WHRL RG6 90 1000,2293V WHRL RG11 95 1000,2312K CMRL 1/2 PLEN TRUNK 2400,2285K WHRL RG11 60 1000,2289K BK RL RG11 TRI 1000,2275V WHRL RG6 60 1000,2229V WHRL RG6 QD BC 1000,2281 WHRL RG6 TRI 1000,2276V BKRL RG6 90 1000,2276V WHRL RG6 90 1000,2285V WTRL RG11 60 1000,2227K WTRL RG6 QD 1000,2277V WHRL RG6 95 1000,2312V WTRL 1/2 PLEN TRUNK 2400
1614,-7.628468288,-7.628468288,-7.628468288,-9.124760701,-7.628468288,-9.124760701,-6.433203012,-7.779215161,-7.779215161,-6.433203012,-7.779215161,-9.489744203,-9.489744203,-6.433203012,-6.701904634,-9.489744203,-9.489744203,-9.489744203,-11.14722087,-6.701904634,-11.14722087,-11.14722087,-9.124760701,-6.701904634,-6.701904634,-6.694114236,-7.628468288,-11.14722087,-9.489744203,-6.433203012,-9.489744203,-6.701904634,-7.628468288,-7.628468288,-6.433203012,-9.489744203,-9.489744203,-11.14722087,-11.14722087,-9.124760701,-9.124760701,-9.124760701,-9.489744203,-9.489744203,-7.779215161,-7.779215161,-11.14722087,-7.779215161,-7.779215161,-7.779215161,-7.499970536,-6.701904634,-11.14722087,-9.124760701,-7.499970536,-9.124760701,-11.14722087,-7.628468288,-9.124760701,-6.433203012,-9.489744203,-9.489744203,-9.489744203,-7.779215161,-9.489744203,-9.489744203,-7.779215161,-11.14722087,-9.124760701,-11.14722087,-11.14722087,-11.14722087,-6.433203012,-9.489744203,-7.779215161,-7.779215161,-6.694114236,-7.628468288,-11.14722087,-9.124760701,-32.46113138,-22.40566026,-17.34689705,-23.5992969,-23.5992969,-32.89633822,-32.46113138,-32.8904038,-32.89633822,-32.89633822,-23.5992969,-32.89633822,-31.32861427,-17.34689705
1620,-7.645391013,-7.645391013,-7.645391013,-9.144042059,-7.645391013,-9.144042059,-6.449376024,-7.796063249,-7.796063249,-6.449376024,-7.796063249,-9.51102411,-9.51102411,-6.449376024,-6.718098905,-9.51102411,-9.51102411,-9.51102411,-11.17034638,-6.718098905,-11.17034638,-11.17034638,-9.144042059,-6.718098905,-6.718098905,-6.71043607,-7.645391013,-11.17034638,-9.51102411,-6.449376024,-9.51102411,-6.718098905,-7.645391013,-7.645391013,-6.449376024,-9.51102411,-9.51102411,-11.17034638,-11.17034638,-9.144042059,-9.144042059,-9.144042059,-9.51102411,-9.51102411,-7.796063249,-7.796063249,-11.17034638,-7.796063249,-7.796063249,-7.796063249,-7.514804325,-6.718098905,-11.17034638,-9.144042059,-7.514804325,-9.144042059,-11.17034638,-7.645391013,-9.144042059,-6.449376024,-9.51102411,-9.51102411,-9.51102411,-7.796063249,-9.51102411,-9.51102411,-7.796063249,-11.17034638,-9.144042059,-11.17034638,-11.17034638,-11.17034638,-6.449376024,-9.51102411,-7.796063249,-7.796063249,-6.71043607,-7.645391013,-11.17034638,-9.144042059,-32.52528952,-22.45192316,-17.39296854,-23.65964362,-23.65964362,-32.97680598,-32.52528952,-32.9711206,-32.97680598,-32.97680598,-23.65964362,-32.97680598,-31.37871097,-17.39296854
1626,-7.662227703,-7.662227703,-7.662227703,-9.16326488,-7.662227703,-9.16326488,-6.465473713,-7.812869005,-7.812869005,-6.465473713,-7.812869005,-9.532239749,-9.532239749,-6.465473713,-6.734223625,-9.532239749,-9.532239749,-9.532239749,-11.19342661,-6.734223625,-11.19342661,-11.19342661,-9.16326488,-6.734223625,-6.734223625,-6.726722976,-7.662227703,-11.19342661,-9.532239749,-6.465473713,-9.532239749,-6.734223625,-7.662227703,-7.662227703,-6.465473713,-9.532239749,-9.532239749,-11.19342661,-11.19342661,-9.16326488,-9.16326488,-9.16326488,-9.532239749,-9.532239749,-7.812869005,-7.812869005,-11.19342661,-7.812869005,-7.812869005,-7.812869005,-7.529648166,-6.734223625,-11.19342661,-9.16326488,-7.529648166,-9.16326488,-11.19342661,-7.662227703,-9.16326488,-6.465473713,-9.532239749,-9.532239749,-9.532239749,-7.812869005,-9.532239749,-9.532239749,-7.812869005,-11.19342661,-9.16326488,-11.19342661,-11.19342661,-11.19342661,-6.465473713,-9.532239749,-7.812869005,-7.812869005,-6.726722976,-7.662227703,-11.19342661,-9.16326488,-32.5892707,-22.49790907,-17.43900108,-23.719706,-23.719706,-33.05684294,-32.5892707,-33.05140817,-33.05684294,-33.05684294,-23.719706,-33.05684294,-31.42971613,-17.43900108
1632,-7.678971285,-7.678971285,-7.678971285,-9.182434647,-7.678971285,-9.182434647,-6.481489768,-7.829640742,-7.829640742,-6.481489768,-7.829640742,-9.553393539,-9.553393539,-6.481489768,-6.750272026,-9.553393539,-9.553393539,-9.553393539,-11.21647602,-6.750272026,-11.21647602,-11.21647602,-9.182434647,-6.750272026,-6.750272026,-6.742965453,-7.678971285,-11.21647602,-9.553393539,-6.481489768,-9.553393539,-6.750272026,-7.678971285,-7.678971285,-6.481489768,-9.553393539,-9.553393539,-11.21647602,-11.21647602,-9.182434647,-9.182434647,-9.182434647,-9.553393539,-9.553393539,-7.829640742,-7.829640742,-11.21647602,-7.829640742,-7.829640742,-7.829640742,-7.544509606,-6.750272026,-11.21647602,-9.182434647,-7.544509606,-9.182434647,-11.21647602,-7.678971285,-9.182434647,-6.481489768,-9.553393539,-9.553393539,-9.553393539,-7.829640742,-9.553393539,-9.553393539,-7.829640742,-11.21647602,-9.182434647,-11.21647602,-11.21647602,-11.21647602,-6.481489768,-9.553393539,-7.829640742,-7.829640742,-6.742965453,-7.678971285,-11.21647602,-9.182434647,-32.65307462,-22.54361109,-17.48499533,-23.7794734,-23.7794734,-33.13642006,-32.65307462,-33.13123693,-33.13642006,-33.13642006,-23.7794734,-33.13642006,-31.48165529,-17.48499533
1638,-7.695614682,-7.695614682,-7.695614682,-9.201556843,-7.695614682,-9.201556843,-6.497417876,-7.846386776,-7.846386776,-6.497417876,-7.846386776,-9.574487897,-9.574487897,-6.497417876,-6.766237338,-9.574487897,-9.574487897,-9.574487897,-11.23950907,-6.766237338,-11.23950907,-11.23950907,-9.201556843,-6.766237338,-6.766237338,-6.759153999,-7.695614682,-11.23950907,-9.574487897,-6.497417876,-9.574487897,-6.766237338,-7.695614682,-7.695614682,-6.497417876,-9.574487897,-9.574487897,-11.23950907,-11.23950907,-9.201556843,-9.201556843,-9.201556843,-9.574487897,-9.574487897,-7.846386776,-7.846386776,-11.23950907,-7.846386776,-7.846386776,-7.846386776,-7.559396193,-6.766237338,-11.23950907,-9.201556843,-7.559396193,-9.201556843,-11.23950907,-7.695614682,-9.201556843,-6.497417876,-9.574487897,-9.574487897,-9.574487897,-7.846386776,-9.574487897,-9.574487897,-7.846386776,-11.23950907,-9.201556843,-11.23950907,-11.23950907,-11.23950907,-6.497417876,-9.574487897,-7.846386776,-7.846386776,-6.759153999,-7.695614682,-11.23950907,-9.201556843,-32.71670101,-22.58902231,-17.53095196,-23.83893518,-23.83893518,-33.21550829,-32.71670101,-33.21057728,-33.21550829,-33.21550829,-23.83893518,-33.21550829,-31.53455398,-17.53095196
1644,-7.71215082,-7.71215082,-7.71215082,-9.220636952,-7.71215082,-9.220636952,-6.513251724,-7.863115421,-7.863115421,-6.513251724,-7.863115421,-9.59552524,-9.59552524,-6.513251724,-6.782112796,-9.59552524,-9.59552524,-9.59552524,-11.26254022,-6.782112796,-11.26254022,-11.26254022,-9.220636952,-6.782112796,-6.782112796,-6.775279114,-7.71215082,-11.26254022,-9.59552524,-6.513251724,-9.59552524,-6.782112796,-7.71215082,-7.71215082,-6.513251724,-9.59552524,-9.59552524,-11.26254022,-11.26254022,-9.220636952,-9.220636952,-9.220636952,-9.59552524,-9.59552524,-7.863115421,-7.863115421,-11.26254022,-7.863115421,-7.863115421,-7.863115421,-7.574315474,-6.782112796,-11.26254022,-9.220636952,-7.574315474,-9.220636952,-11.26254022,-7.71215082,-9.220636952,-6.513251724,-9.59552524,-9.59552524,-9.59552524,-7.863115421,-9.59552524,-9.59552524,-7.863115421,-11.26254022,-9.220636952,-11.26254022,-11.26254022,-11.26254022,-6.513251724,-9.59552524,-7.863115421,-7.863115421,-6.775279114,-7.71215082,-11.26254022,-9.220636952,-32.7801496,-22.63413584,-17.57687164,-23.89808069,-23.89808069,-33.29407862,-32.7801496,-33.28939961,-33.29407862,-33.29407862,-23.89808069,-33.29407862,-31.58843774,-17.57687164
1650,-7.728572622,-7.728572622,-7.728572622,-9.239680457,-7.728572622,-9.239680457,-6.528985001,-7.879834991,-7.879834991,-6.528985001,-7.879834991,-9.616507985,-9.616507985,-6.528985001,-6.79789163,-9.616507985,-9.616507985,-9.616507985,-11.28558394,-6.79789163,-11.28558394,-11.28558394,-9.239680457,-6.79789163,-6.79789163,-6.791331295,-7.728572622,-11.28558394,-9.616507985,-6.528985001,-9.616507985,-6.79789163,-7.728572622,-7.728572622,-6.528985001,-9.616507985,-9.616507985,-11.28558394,-11.28558394,-9.239680457,-9.239680457,-9.239680457,-9.616507985,-9.616507985,-7.879834991,-7.879834991,-11.28558394,-7.879834991,-7.879834991,-7.879834991,-7.589274997,-6.79789163,-11.28558394,-9.239680457,-7.589274997,-9.239680457,-11.28558394,-7.728572622,-9.239680457,-6.528985001,-9.616507985,-9.616507985,-9.616507985,-7.879834991,-9.616507985,-9.616507985,-7.879834991,-11.28558394,-9.239680457,-11.28558394,-11.28558394,-11.28558394,-6.528985001,-9.616507985,-7.879834991,-7.879834991,-6.791331295,-7.728572622,-11.28558394,-9.239680457,-32.8434201,-22.67894479,-17.62275504,-23.95689931,-23.95689931,-33.37210199,-32.8434201,-33.36767434,-33.37210199,-33.37210199,-23.95689931,-33.37210199,-31.6433321,-17.62275504
1656,-7.744873015,-7.744873015,-7.744873015,-9.258692841,-7.744873015,-9.258692841,-6.544611394,-7.896553801,-7.896553801,-6.544611394,-7.896553801,-9.63743855,-9.63743855,-6.544611394,-6.813567072,-9.63743855,-9.63743855,-9.63743855,-11.30865468,-6.813567072,-11.30865468,-11.30865468,-9.258692841,-6.813567072,-6.813567072,-6.807301042,-7.744873015,-11.30865468,-9.63743855,-6.544611394,-9.63743855,-6.813567072,-7.744873015,-7.744873015,-6.544611394,-9.63743855,-9.63743855,-11.30865468,-11.30865468,-9.258692841,-9.258692841,-9.258692841,-9.63743855,-9.63743855,-7.896553801,-7.896553801,-11.30865468,-7.896553801,-7.896553801,-7.896553801,-7.60428231,-6.813567072,-11.30865468,-9.258692841,-7.60428231,-9.258692841,-11.30865468,-7.744873015,-9.258692841,-6.544611394,-9.63743855,-9.63743855,-9.63743855,-7.896553801,-9.63743855,-9.63743855,-7.896553801,-11.30865468,-9.258692841,-11.30865468,-11.30865468,-11.30865468,-6.544611394,-9.63743855,-7.896553801,-7.896553801,-6.807301042,-7.744873015,-11.30865468,-9.258692841,-32.90651224,-22.72344224,-17.66860283,-24.01538038,-24.01538038,-33.44954938,-32.90651224,-33.44537187,-33.44954938,-33.44954938,-24.01538038,-33.44954938,-31.69926259,-17.66860283
1662,-7.761044922,-7.761044922,-7.761044922,-9.277679588,-7.761044922,-9.277679588,-6.56012459,-7.913280166,-7.913280166,-6.56012459,-7.913280166,-9.658319353,-9.658319353,-6.56012459,-6.829132356,-9.658319353,-9.658319353,-9.658319353,-11.3317669,-6.829132356,-11.3317669,-11.3317669,-9.277679588,-6.829132356,-6.829132356,-6.823178852,-7.761044922,-11.3317669,-9.658319353,-6.56012459,-9.658319353,-6.829132356,-7.761044922,-7.761044922,-6.56012459,-9.658319353,-9.658319353,-11.3317669,-11.3317669,-9.277679588,-9.277679588,-9.277679588,-9.658319353,-9.658319353,-7.913280166,-7.913280166,-11.3317669,-7.913280166,-7.913280166,-7.913280166,-7.619344961,-6.829132356,-11.3317669,-9.277679588,-7.619344961,-9.277679588,-11.3317669,-7.761044922,-9.277679588,-6.56012459,-9.658319353,-9.658319353,-9.658319353,-7.913280166,-9.658319353,-9.658319353,-7.913280166,-11.3317669,-9.277679588,-11.3317669,-11.3317669,-11.3317669,-6.56012459,-9.658319353,-7.913280166,-7.913280166,-6.823178852,-7.761044922,-11.3317669,-9.277679588,-32.96942575,-22.76762132,-17.71441567,-24.07351326,-24.07351326,-33.52639176,-32.96942575,-33.5224626,-33.52639176,-33.52639176,-24.07351326,-33.52639176,-31.75625476,-17.71441567
1668,-7.77708127,-7.77708127,-7.77708127,-9.296646181,-7.77708127,-9.296646181,-6.575518278,-7.930022399,-7.930022399,-6.575518278,-7.930022399,-9.679152811,-9.679152811,-6.575518278,-6.844580712,-9.679152811,-9.679152811,-9.679152811,-11.35493507,-6.844580712,-11.35493507,-11.35493507,-9.296646181,-6.844580712,-6.844580712,-6.838955225,-7.77708127,-11.35493507,-9.679152811,-6.575518278,-9.679152811,-6.844580712,-7.77708127,-7.77708127,-6.575518278,-9.679152811,-9.679152811,-11.35493507,-11.35493507,-9.296646181,-9.296646181,-9.296646181,-9.679152811,-9.679152811,-7.930022399,-7.930022399,-11.35493507,-7.930022399,-7.930022399,-7.930022399,-7.634470496,-6.844580712,-11.35493507,-9.296646181,-7.634470496,-9.296646181,-11.35493507,-7.77708127,-9.296646181,-6.575518278,-9.679152811,-9.679152811,-9.679152811,-7.930022399,-9.679152811,-9.679152811,-7.930022399,-11.35493507,-9.296646181,-11.35493507,-11.35493507,-11.35493507,-6.575518278,-9.679152811,-7.930022399,-7.930022399,-6.838955225,-7.77708127,-11.35493507,-9.296646181,-33.03216033,-22.81147511,-17.76019422,-24.13128733,-24.13128733,-33.60260007,-33.03216033,-33.59891693,-33.60260007,-33.60260007,-24.13128733,-33.60260007,-31.81433413,-17.76019422
1674,-7.792974981,-7.792974981,-7.792974981,-9.315598103,-7.792974981,-9.315598103,-6.590786144,-7.946788816,-7.946788816,-6.590786144,-7.946788816,-9.699941341,-9.699941341,-6.590786144,-6.859905373,-9.699941341,-9.699941341,-9.699941341,-11.37817365,-6.859905373,-11.37817365,-11.37817365,-9.315598103,-6.859905373,-6.859905373,-6.854620659,-7.792974981,-11.37817365,-9.699941341,-6.590786144,-9.699941341,-6.859905373,-7.792974981,-7.792974981,-6.590786144,-9.699941341,-9.699941341,-11.37817365,-11.37817365,-9.315598103,-9.315598103,-9.315598103,-9.699941341,-9.699941341,-7.946788816,-7.946788816,-11.37817365,-7.946788816,-7.946788816,-7.946788816,-7.649666464,-6.859905373,-11.37817365,-9.315598103,-7.649666464,-9.315598103,-11.37817365,-7.792974981,-9.315598103,-6.590786144,-9.699941341,-9.699941341,-9.699941341,-7.946788816,-9.699941341,-9.699941341,-7.946788816,-11.37817365,-9.315598103,-11.37817365,-11.37817365,-11.37817365,-6.590786144,-9.699941341,-7.946788816,-7.946788816,-6.854620659,-7.792974981,-11.37817365,-9.315598103,-33.09471572,-22.85499672,-17.80593916,-24.18869194,-24.18869194,-33.6781453,-33.09471572,-33.67470527,-33.6781453,-33.6781453,-24.18869194,-33.6781453,-31.87352625,-17.80593916
1680,-7.808718982,-7.808718982,-7.808718982,-9.334540838,-7.808718982,-9.334540838,-6.605921877,-7.963587731,-7.963587731,-6.605921877,-7.963587731,-9.72068736,-9.72068736,-6.605921877,-6.875099571,-9.72068736,-9.72068736,-9.72068736,-11.40149709,-6.875099571,-11.40149709,-11.40149709,-9.334540838,-6.875099571,-6.875099571,-6.870165652,-7.808718982,-11.40149709,-9.72068736,-6.605921877,-9.72068736,-6.875099571,-7.808718982,-7.808718982,-6.605921877,-9.72068736,-9.72068736,-11.40149709,-11.40149709,-9.334540838,-9.334540838,-9.334540838,-9.72068736,-9.72068736,-7.963587731,-7.963587731,-11.40149709,-7.963587731,-7.963587731,-7.963587731,-7.664940412,-6.875099571,-11.40149709,-9.334540838,-7.664940412,-9.334540838,-11.40149709,-7.808718982,-9.334540838,-6.605921877,-9.72068736,-9.72068736,-9.72068736,-7.963587731,-9.72068736,-9.72068736,-7.963587731,-11.40149709,-9.334540838,-11.40149709,-11.40149709,-11.40149709,-6.605921877,-9.72068736,-7.963587731,-7.963587731,-6.870165652,-7.808718982,-11.40149709,-9.334540838,-33.15709163,-22.89817925,-17.85165116,-24.24571644,-24.24571644,-33.7529984,-33.15709163,-33.74979801,-33.7529984,-33.7529984,-24.24571644,-33.7529984,-31.93385664,-17.85165116
1686,-7.824306197,-7.824306197,-7.824306197,-9.353479868,-7.824306197,-9.353479868,-6.620919164,-7.980427458,-7.980427458,-6.620919164,-7.980427458,-9.741393288,-9.741393288,-6.620919164,-6.890156537,-9.741393288,-9.741393288,-9.741393288,-11.42491986,-6.890156537,-11.42491986,-11.42491986,-9.353479868,-6.890156537,-6.890156537,-6.885580704,-7.824306197,-11.42491986,-9.741393288,-6.620919164,-9.741393288,-6.890156537,-7.824306197,-7.824306197,-6.620919164,-9.741393288,-9.741393288,-11.42491986,-11.42491986,-9.353479868,-9.353479868,-9.353479868,-9.741393288,-9.741393288,-7.980427458,-7.980427458,-11.42491986,-7.980427458,-7.980427458,-7.980427458,-7.680299888,-6.890156537,-11.42491986,-9.353479868,-7.680299888,-9.353479868,-11.42491986,-7.824306197,-9.353479868,-6.620919164,-9.741393288,-9.741393288,-9.741393288,-7.980427458,-9.741393288,-9.741393288,-7.980427458,-11.42491986,-9.353479868,-11.42491986,-11.42491986,-11.42491986,-6.620919164,-9.741393288,-7.980427458,-7.980427458,-6.885580704,-7.824306197,-11.42491986,-9.353479868,-33.21928779,-22.9410158,-17.89733087,-24.3023502,-24.3023502,-33.82713035,-33.21928779,-33.82416558,-33.82713035,-33.82713035,-24.3023502,-33.82713035,-31.99535084,-17.89733087
1692,-7.839729552,-7.839729552,-7.839729552,-9.372420678,-7.839729552,-9.372420678,-6.635771693,-7.997316312,-7.997316312,-6.635771693,-7.997316312,-9.762061539,-9.762061539,-6.635771693,-6.905069505,-9.762061539,-9.762061539,-9.762061539,-11.44845641,-6.905069505,-11.44845641,-11.44845641,-9.372420678,-6.905069505,-6.905069505,-6.900856313,-7.839729552,-11.44845641,-9.762061539,-6.635771693,-9.762061539,-6.905069505,-7.839729552,-7.839729552,-6.635771693,-9.762061539,-9.762061539,-11.44845641,-11.44845641,-9.372420678,-9.372420678,-9.372420678,-9.762061539,-9.762061539,-7.997316312,-7.997316312,-11.44845641,-7.997316312,-7.997316312,-7.997316312,-7.695752439,-6.905069505,-11.44845641,-9.372420678,-7.695752439,-9.372420678,-11.44845641,-7.839729552,-9.372420678,-6.635771693,-9.762061539,-9.762061539,-9.762061539,-7.997316312,-9.762061539,-9.762061539,-7.997316312,-11.44845641,-9.372420678,-11.44845641,-11.44845641,-11.44845641,-6.635771693,-9.762061539,-7.997316312,-7.997316312,-6.900856313,-7.839729552,-11.44845641,-9.372420678,-33.28130393,-22.98349948,-17.94297898,-24.35858259,-24.35858259,-33.90051209,-33.28130393,-33.89777835,-33.90051209,-33.90051209,-24.35858259,-33.90051209,-32.05803439,-17.94297898
1698,-7.85498197,-7.85498197,-7.85498197,-9.39136875,-7.85498197,-9.39136875,-6.650473151,-8.014262607,-8.014262607,-6.650473151,-8.014262607,-9.782694533,-9.782694533,-6.650473151,-6.919831707,-9.782694533,-9.782694533,-9.782694533,-11.47212122,-6.919831707,-11.47212122,-11.47212122,-9.39136875,-6.919831707,-6.919831707,-6.915982977,-7.85498197,-11.47212122,-9.782694533,-6.650473151,-9.782694533,-6.919831707,-7.85498197,-7.85498197,-6.650473151,-9.782694533,-9.782694533,-11.47212122,-11.47212122,-9.39136875,-9.39136875,-9.39136875,-9.782694533,-9.782694533,-8.014262607,-8.014262607,-11.47212122,-8.014262607,-8.014262607,-8.014262607,-7.711305613,-6.919831707,-11.47212122,-9.39136875,-7.711305613,-9.39136875,-11.47212122,-7.85498197,-9.39136875,-6.650473151,-9.782694533,-9.782694533,-9.782694533,-8.014262607,-9.782694533,-9.782694533,-8.014262607,-11.47212122,-9.39136875,-11.47212122,-11.47212122,-11.47212122,-6.650473151,-9.782694533,-8.014262607,-8.014262607,-6.915982977,-7.85498197,-11.47212122,-9.39136875,-33.34313975,-23.02562339,-17.98859614,-24.41440295,-24.41440295,-33.97311461,-33.34313975,-33.97060675,-33.97311461,-33.97311461,-24.41440295,-33.97311461,-32.12193282,-17.98859614
