Frequency,P3® 750 JCAT G,P3® 750 CA,P3® 750 JCASS,P3® 625 JCAM109,P3® 750 JCASP SM MT,P3® 625 JCAT 3G AJ,QR® 860 JCA,QR® 715 JCASS SM MT,QR® 715 JCA,QR® 860 JCASST O,QR® 715 JCASST G,QR® 540 JCASP,QR® 540 JCASS,QR® 860 JCASP,P3® 875 JCASST B,QR® 540 JCASST B,QR® 540 JCA GREY SM MT,QR® 540 JCAT 3G AJ SM,P3® 500 JCAR,P3® 875 CA,P3® 500 JCASS,P3® 500  JCAM109,P3® 625 JCASST W,P3® 875 JCAT 3G AJ,P3® 875 JCASP,P3® 840 JCASS,P3® 750 JCAT 3G AJ,P3® 500 JCAT 3G AJ,QR® 540 JCAM109 SM MT,QR® 860 JCASS,QR® 540 JCAR SM MT,P3® 875 JCASS,P3® 750 JCASS SM MT,P3® 750 JCASST W,QR® 860 JCA SM MT,QR® 540 JCASS SM MT,QR® 540 JCA,P3® 500 JCAM109 SM MT,P3® 500 CA,P3® 625 JCASS SM MT,P3® 625 JCASST B,P3® 625 JCA,QR® 540 JCASST O SM MT,QR® 540 JCASP SM MT,QR® 715 JCAT R,QR® 715 JCA SM MT,P3® 500 JCAT G SM MT,QR® 715 JCAT 3G AJ,QR® 715 JCASS,QR® 715 JCAT G,P3® 700 JCA,P3® 875 JCA,P3® 500 JCA SM MT,P3® 625 JCASP,P3® 700 JCASS,P3® 625 JCASS,P3® 500 JCASST W,P3® 750 JCA,P3® 625 JCAR,QR® 860 JCAT 3G AJ,QR® 540 JCAT B,QR® 540 JCAM109,QR® 540 JCA SM MT,QR® 715 JCAT Y,QR® 540 JCAR,QR® 540 JCASST O,QR® 715 JCAT G SM MT,P3® 500 JCASS SM MT,P3® 625 CA,P3® 500 JCASST G SM MT,P3® 500 JCASP,P3® 500 JCAT B,QR® 860 JCASS SM MT,QR® 540 JCART R,QR® 715 JCASP,QR® 715 JCASST O SM MT,P3® 840 JCA,P3® 750 JCA SM MT,P3® 500 JCAT R SM MT,P3® 625 JCAT G SM MT,2273V WHRL RG6 90 1000,2293V WHRL RG11 95 1000,2312K CMRL 1/2 PLEN TRUNK 2400,2285K WHRL RG11 60 1000,2289K BK RL RG11 TRI 1000,2227V WHRL RG6 QD 1000,2275V WHRL RG6 60 1000,2229V WHRL RG6 QD BC 1000,2286V WTRL RG11 95 1000,2281 WHRL RG6 TRI 1000,2287K WHRL RG11 QD 1000,2276V BKRL RG6 90 1000,2279V WHRL RG6 95 1000,2276V WHRL RG6 90 1000,2285V WTRL RG11 60 1000,2227K WTRL RG6 QD 1000,2287V WTRL RG11 QD 1000,2277V WHRL RG6 95 1000,2312V WTRL 1/2 PLEN TRUNK 2400
913.25,-1.657398067,-1.657398067,-1.657398067,-1.99531743,-1.657398067,-1.99531743,-1.357765364,-1.667398067,-1.667398067,-1.357765364,-1.667398067,-2.06121786,-2.06121786,-1.357765364,-1.45433906,-2.06121786,-2.06121786,-2.06121786,-2.412122782,-1.45433906,-2.412122782,-2.412122782,-1.99531743,-1.45433906,-1.45433906,-1.45015884,-1.657398067,-2.412122782,-2.06121786,-1.357765364,-2.06121786,-1.45433906,-1.657398067,-1.657398067,-1.357765364,-2.06121786,-2.06121786,-2.412122782,-2.412122782,-1.99531743,-1.99531743,-1.99531743,-2.06121786,-2.06121786,-1.667398067,-1.667398067,-2.412122782,-1.667398067,-1.667398067,-1.667398067,-1.670896772,-1.45433906,-2.412122782,-1.99531743,-1.670896772,-1.99531743,-2.412122782,-1.657398067,-1.99531743,-1.357765364,-2.06121786,-2.06121786,-2.06121786,-1.667398067,-2.06121786,-2.06121786,-1.667398067,-2.412122782,-1.99531743,-2.412122782,-2.412122782,-2.412122782,-1.357765364,-2.06121786,-1.667398067,-1.667398067,-1.45015884,-1.657398067,-2.412122782,-1.99531743,-7.025822992,-4.765595082,-3.509836494,-4.765278449,-4.765278449,-7.026041633,-7.026041633,-7.025822992,-5.510099524,-7.026041633,-4.765278449,-7.026041633,-7.12947599,-7.026041633,-4.765278449,-7.026041633,-4.765278449,-7.55265419,-3.509836494
919.25,-1.663031552,-1.663031552,-1.663031552,-2.003564368,-1.663031552,-2.003564368,-1.360681105,-1.673031552,-1.673031552,-1.360681105,-1.673031552,-2.068773724,-2.068773724,-1.360681105,-1.459644099,-2.068773724,-2.068773724,-2.068773724,-2.420969557,-1.459644099,-2.420969557,-2.420969557,-2.003564368,-1.459644099,-1.459644099,-1.453012832,-1.663031552,-2.420969557,-2.068773724,-1.360681105,-2.068773724,-1.459644099,-1.663031552,-1.663031552,-1.360681105,-2.068773724,-2.068773724,-2.420969557,-2.420969557,-2.003564368,-2.003564368,-2.003564368,-2.068773724,-2.068773724,-1.673031552,-1.673031552,-2.420969557,-1.673031552,-1.673031552,-1.673031552,-1.677095926,-1.459644099,-2.420969557,-2.003564368,-1.677095926,-2.003564368,-2.420969557,-1.663031552,-2.003564368,-1.360681105,-2.068773724,-2.068773724,-2.068773724,-1.673031552,-2.068773724,-2.068773724,-1.673031552,-2.420969557,-2.003564368,-2.420969557,-2.420969557,-2.420969557,-1.360681105,-2.068773724,-1.673031552,-1.673031552,-1.453012832,-1.663031552,-2.420969557,-2.003564368,-7.055779976,-4.785679942,-3.528409896,-4.785057844,-4.785057844,-7.056209546,-7.056209546,-7.055779976,-5.532582339,-7.056209546,-4.785057844,-7.056209546,-7.157906199,-7.056209546,-4.785057844,-7.056209546,-4.785057844,-7.589045256,-3.528409896
925.25,-1.668629614,-1.668629614,-1.668629614,-2.011795254,-1.668629614,-2.011795254,-1.363714925,-1.678629614,-1.678629614,-1.363714925,-1.678629614,-2.076309703,-2.076309703,-1.363714925,-1.464911172,-2.076309703,-2.076309703,-2.076309703,-2.429788376,-1.464911172,-2.429788376,-2.429788376,-2.011795254,-1.464911172,-1.464911172,-1.455934002,-1.668629614,-2.429788376,-2.076309703,-1.363714925,-2.076309703,-1.464911172,-1.668629614,-1.668629614,-1.363714925,-2.076309703,-2.076309703,-2.429788376,-2.429788376,-2.011795254,-2.011795254,-2.011795254,-2.076309703,-2.076309703,-1.678629614,-1.678629614,-2.429788376,-1.678629614,-1.678629614,-1.678629614,-1.683267795,-1.464911172,-2.429788376,-2.011795254,-1.683267795,-2.011795254,-2.429788376,-1.668629614,-2.011795254,-1.363714925,-2.076309703,-2.076309703,-2.076309703,-1.678629614,-2.076309703,-2.076309703,-1.678629614,-2.429788376,-2.011795254,-2.429788376,-2.429788376,-2.429788376,-1.363714925,-2.076309703,-1.678629614,-1.678629614,-1.455934002,-1.668629614,-2.429788376,-2.011795254,-7.085783788,-4.805461443,-3.54723645,-4.804470638,-4.804470638,-7.086467957,-7.086467957,-7.085783788,-5.554956804,-7.086467957,-4.804470638,-7.086467957,-7.185572567,-7.086467957,-4.804470638,-7.086467957,-4.804470638,-7.624800369,-3.54723645
931.25,-1.67419889,-1.67419889,-1.67419889,-2.019997058,-1.67419889,-2.019997058,-1.366937585,-1.68419889,-1.68419889,-1.366937585,-1.68419889,-2.083823605,-2.083823605,-1.366937585,-1.470142724,-2.083823605,-2.083823605,-2.083823605,-2.438578942,-1.470142724,-2.438578942,-2.438578942,-2.019997058,-1.470142724,-1.470142724,-1.459001653,-1.67419889,-2.438578942,-2.083823605,-1.366937585,-2.083823605,-1.470142724,-1.67419889,-1.67419889,-1.366937585,-2.083823605,-2.083823605,-2.438578942,-2.438578942,-2.019997058,-2.019997058,-2.019997058,-2.083823605,-2.083823605,-1.68419889,-1.68419889,-2.438578942,-1.68419889,-1.68419889,-1.68419889,-1.689412817,-1.470142724,-2.438578942,-2.019997058,-1.689412817,-2.019997058,-2.438578942,-1.67419889,-2.019997058,-1.366937585,-2.083823605,-2.083823605,-2.083823605,-1.68419889,-2.083823605,-2.083823605,-1.68419889,-2.438578942,-2.019997058,-2.438578942,-2.438578942,-2.438578942,-1.366937585,-2.083823605,-1.68419889,-1.68419889,-1.459001653,-1.67419889,-2.438578942,-2.019997058,-7.115800995,-4.824973064,-3.566259214,-4.823577251,-4.823577251,-7.11676483,-7.11676483,-7.115800995,-5.577236232,-7.11676483,-4.823577251,-7.11676483,-7.212434965,-7.11676483,-4.823577251,-7.11676483,-4.823577251,-7.659927115,-3.566259214
937.25,-1.679746016,-1.679746016,-1.679746016,-2.028156755,-1.679746016,-2.028156755,-1.370419845,-1.689746016,-1.689746016,-1.370419845,-1.689746016,-2.091313239,-2.091313239,-1.370419845,-1.475341199,-2.091313239,-2.091313239,-2.091313239,-2.447340955,-1.475341199,-2.447340955,-2.447340955,-2.028156755,-1.475341199,-1.475341199,-1.46229509,-1.679746016,-2.447340955,-2.091313239,-1.370419845,-2.091313239,-1.475341199,-1.679746016,-1.679746016,-1.370419845,-2.091313239,-2.091313239,-2.447340955,-2.447340955,-2.028156755,-2.028156755,-2.028156755,-2.091313239,-2.091313239,-1.689746016,-1.689746016,-2.447340955,-1.689746016,-1.689746016,-1.689746016,-1.69553143,-1.475341199,-2.447340955,-2.028156755,-1.69553143,-2.028156755,-2.447340955,-1.679746016,-2.028156755,-1.370419845,-2.091313239,-2.091313239,-2.091313239,-1.689746016,-2.091313239,-2.091313239,-1.689746016,-2.447340955,-2.028156755,-2.447340955,-2.447340955,-2.447340955,-1.370419845,-2.091313239,-1.689746016,-1.689746016,-1.46229509,-1.679746016,-2.447340955,-2.028156755,-7.14579817,-4.84424828,-3.585421244,-4.842438104,-4.842438104,-7.14704813,-7.14704813,-7.14579817,-5.599433932,-7.14704813,-4.842438104,-7.14704813,-7.238453264,-7.14704813,-4.842438104,-7.14704813,-4.842438104,-7.694433081,-3.585421244
943.25,-1.685277629,-1.685277629,-1.685277629,-2.036261316,-1.685277629,-2.036261316,-1.374232465,-1.695277629,-1.695277629,-1.374232465,-1.695277629,-2.098776411,-2.098776411,-1.374232465,-1.480509041,-2.098776411,-2.098776411,-2.098776411,-2.456074117,-1.480509041,-2.456074117,-2.456074117,-2.036261316,-1.480509041,-1.480509041,-1.465893616,-1.685277629,-2.456074117,-2.098776411,-1.374232465,-2.098776411,-1.480509041,-1.685277629,-1.685277629,-1.374232465,-2.098776411,-2.098776411,-2.456074117,-2.456074117,-2.036261316,-2.036261316,-2.036261316,-2.098776411,-2.098776411,-1.695277629,-1.695277629,-2.456074117,-1.695277629,-1.695277629,-1.695277629,-1.701624072,-1.480509041,-2.456074117,-2.036261316,-1.701624072,-2.036261316,-2.456074117,-1.685277629,-2.036261316,-1.374232465,-2.098776411,-2.098776411,-2.098776411,-1.695277629,-2.098776411,-2.098776411,-1.695277629,-2.456074117,-2.036261316,-2.456074117,-2.456074117,-2.456074117,-1.374232465,-2.098776411,-1.695277629,-1.695277629,-1.465893616,-1.685277629,-2.456074117,-2.036261316,-7.17574188,-4.863320569,-3.604665599,-4.861113618,-4.861113618,-7.17726582,-7.17726582,-7.17574188,-5.621563215,-7.17726582,-4.861113618,-7.17726582,-7.263587337,-7.17726582,-4.861113618,-7.17726582,-4.861113618,-7.728325852,-3.604665599
949.25,-1.690800366,-1.690800366,-1.690800366,-2.044297713,-1.690800366,-2.044297713,-1.378446207,-1.700800366,-1.700800366,-1.378446207,-1.700800366,-2.10621093,-2.10621093,-1.378446207,-1.485648695,-2.10621093,-2.10621093,-2.10621093,-2.46477813,-1.485648695,-2.46477813,-2.46477813,-2.044297713,-1.485648695,-1.485648695,-1.469876533,-1.690800366,-2.46477813,-2.10621093,-1.378446207,-2.10621093,-1.485648695,-1.690800366,-1.690800366,-1.378446207,-2.10621093,-2.10621093,-2.46477813,-2.46477813,-2.044297713,-2.044297713,-2.044297713,-2.10621093,-2.10621093,-1.700800366,-1.700800366,-2.46477813,-1.700800366,-1.700800366,-1.700800366,-1.707691181,-1.485648695,-2.46477813,-2.044297713,-1.707691181,-2.044297713,-2.46477813,-1.690800366,-2.044297713,-1.378446207,-2.10621093,-2.10621093,-2.10621093,-1.700800366,-2.10621093,-2.10621093,-1.700800366,-2.46477813,-2.044297713,-2.46477813,-2.46477813,-2.46477813,-1.378446207,-2.10621093,-1.700800366,-1.700800366,-1.469876533,-1.690800366,-2.46477813,-2.044297713,-7.205598697,-4.882223407,-3.623935336,-4.879664213,-4.879664213,-7.207365867,-7.207365867,-7.205598697,-5.643637393,-7.207365867,-4.879664213,-7.207365867,-7.287797053,-7.207365867,-4.879664213,-7.207365867,-4.879664213,-7.761613016,-3.623935336
955.25,-1.696320864,-1.696320864,-1.696320864,-2.052252919,-1.696320864,-2.052252919,-1.383131831,-1.706320864,-1.706320864,-1.383131831,-1.706320864,-2.113614604,-2.113614604,-1.383131831,-1.490762605,-2.113614604,-2.113614604,-2.113614604,-2.473452694,-1.490762605,-2.473452694,-2.473452694,-2.052252919,-1.490762605,-1.490762605,-1.474323144,-1.696320864,-2.473452694,-2.113614604,-1.383131831,-2.113614604,-1.490762605,-1.696320864,-1.696320864,-1.383131831,-2.113614604,-2.113614604,-2.473452694,-2.473452694,-2.052252919,-2.052252919,-2.052252919,-2.113614604,-2.113614604,-1.706320864,-1.706320864,-2.473452694,-1.706320864,-1.706320864,-1.706320864,-1.713733195,-1.490762605,-2.473452694,-2.052252919,-1.713733195,-2.052252919,-2.473452694,-1.696320864,-2.052252919,-1.383131831,-2.113614604,-2.113614604,-2.113614604,-1.706320864,-2.113614604,-2.113614604,-1.706320864,-2.473452694,-2.052252919,-2.473452694,-2.473452694,-2.473452694,-1.383131831,-2.113614604,-1.706320864,-1.706320864,-1.474323144,-1.696320864,-2.473452694,-2.052252919,-7.235335189,-4.900990271,-3.643173512,-4.898150311,-4.898150311,-7.237296233,-7.237296233,-7.235335189,-5.665669775,-7.237296233,-4.898150311,-7.237296233,-7.311042284,-7.237296233,-4.898150311,-7.237296233,-4.898150311,-7.794302158,-3.643173512
961.25,-1.70184576,-1.70184576,-1.70184576,-2.060113907,-1.70184576,-2.060113907,-1.388360096,-1.71184576,-1.71184576,-1.388360096,-1.71184576,-2.12098524,-2.12098524,-1.388360096,-1.495853215,-2.12098524,-2.12098524,-2.12098524,-2.482097512,-1.495853215,-2.482097512,-2.482097512,-2.060113907,-1.495853215,-1.495853215,-1.479312754,-1.70184576,-2.482097512,-2.12098524,-1.388360096,-2.12098524,-1.495853215,-1.70184576,-1.70184576,-1.388360096,-2.12098524,-2.12098524,-2.482097512,-2.482097512,-2.060113907,-2.060113907,-2.060113907,-2.12098524,-2.12098524,-1.71184576,-1.71184576,-2.482097512,-1.71184576,-1.71184576,-1.71184576,-1.719750553,-1.495853215,-2.482097512,-2.060113907,-1.719750553,-2.060113907,-2.482097512,-1.70184576,-2.060113907,-1.388360096,-2.12098524,-2.12098524,-2.12098524,-1.71184576,-2.12098524,-2.12098524,-1.71184576,-2.482097512,-2.060113907,-2.482097512,-2.482097512,-2.482097512,-1.388360096,-2.12098524,-1.71184576,-1.71184576,-1.479312754,-1.70184576,-2.482097512,-2.060113907,-7.264917926,-4.919654638,-3.662323185,-4.916632332,-4.916632332,-7.267004885,-7.267004885,-7.264917926,-5.687673672,-7.267004885,-4.916632332,-7.267004885,-7.333282902,-7.267004885,-4.916632332,-7.267004885,-4.916632332,-7.826400865,-3.662323185
967.25,-1.707381691,-1.707381691,-1.707381691,-2.067867648,-1.707381691,-2.067867648,-1.394201764,-1.717381691,-1.717381691,-1.394201764,-1.717381691,-2.128320645,-2.128320645,-1.394201764,-1.500922971,-2.128320645,-2.128320645,-2.128320645,-2.490712284,-1.500922971,-2.490712284,-2.490712284,-2.067867648,-1.500922971,-1.500922971,-1.484924665,-1.707381691,-2.490712284,-2.128320645,-1.394201764,-2.128320645,-1.500922971,-1.707381691,-1.707381691,-1.394201764,-2.128320645,-2.128320645,-2.490712284,-2.490712284,-2.067867648,-2.067867648,-2.067867648,-2.128320645,-2.128320645,-1.717381691,-1.717381691,-2.490712284,-1.717381691,-1.717381691,-1.717381691,-1.725743691,-1.500922971,-2.490712284,-2.067867648,-1.725743691,-2.067867648,-2.490712284,-1.707381691,-2.067867648,-1.394201764,-2.128320645,-2.128320645,-2.128320645,-1.717381691,-2.128320645,-2.128320645,-1.717381691,-2.490712284,-2.067867648,-2.490712284,-2.490712284,-2.490712284,-1.394201764,-2.128320645,-1.717381691,-1.717381691,-1.484924665,-1.707381691,-2.490712284,-2.067867648,-7.294313479,-4.938249985,-3.681327412,-4.935170696,-4.935170696,-7.296439785,-7.296439785,-7.294313479,-5.709662396,-7.296439785,-4.935170696,-7.296439785,-7.354478777,-7.296439785,-4.935170696,-7.296439785,-4.935170696,-7.857916723,-3.681327412
973.25,-1.712935293,-1.712935293,-1.712935293,-2.075501116,-1.712935293,-2.075501116,-1.400727595,-1.722935293,-1.722935293,-1.400727595,-1.722935293,-2.135618629,-2.135618629,-1.400727595,-1.505974316,-2.135618629,-2.135618629,-2.135618629,-2.499296712,-1.505974316,-2.499296712,-2.499296712,-2.075501116,-1.505974316,-1.505974316,-1.49123818,-1.712935293,-2.499296712,-2.135618629,-1.400727595,-2.135618629,-1.505974316,-1.712935293,-1.712935293,-1.400727595,-2.135618629,-2.135618629,-2.499296712,-2.499296712,-2.075501116,-2.075501116,-2.075501116,-2.135618629,-2.135618629,-1.722935293,-1.722935293,-2.499296712,-1.722935293,-1.722935293,-1.722935293,-1.731713049,-1.505974316,-2.499296712,-2.075501116,-1.731713049,-2.075501116,-2.499296712,-1.712935293,-2.075501116,-1.400727595,-2.135618629,-2.135618629,-2.135618629,-1.722935293,-2.135618629,-2.135618629,-1.722935293,-2.499296712,-2.075501116,-2.499296712,-2.499296712,-2.499296712,-1.400727595,-2.135618629,-1.722935293,-1.722935293,-1.49123818,-1.712935293,-2.499296712,-2.075501116,-7.323488417,-4.956809789,-3.700129251,-4.953825824,-4.953825824,-7.325548899,-7.325548899,-7.323488417,-5.731649256,-7.325548899,-4.953825824,-7.325548899,-7.374589781,-7.325548899,-4.953825824,-7.325548899,-4.953825824,-7.888857319,-3.700129251
979.25,-1.718513204,-1.718513204,-1.718513204,-2.083001281,-1.718513204,-2.083001281,-1.408008349,-1.728513204,-1.728513204,-1.408008349,-1.728513204,-2.142876998,-2.142876998,-1.408008349,-1.511009694,-2.142876998,-2.142876998,-2.142876998,-2.507850498,-1.511009694,-2.507850498,-2.507850498,-2.083001281,-1.511009694,-1.511009694,-1.498332603,-1.718513204,-2.507850498,-2.142876998,-1.408008349,-2.142876998,-1.511009694,-1.718513204,-1.718513204,-1.408008349,-2.142876998,-2.142876998,-2.507850498,-2.507850498,-2.083001281,-2.083001281,-2.083001281,-2.142876998,-2.142876998,-1.728513204,-1.728513204,-2.507850498,-1.728513204,-1.728513204,-1.728513204,-1.737659064,-1.511009694,-2.507850498,-2.083001281,-1.737659064,-2.083001281,-2.507850498,-1.718513204,-2.083001281,-1.408008349,-2.142876998,-2.142876998,-2.142876998,-1.728513204,-2.142876998,-2.142876998,-1.728513204,-2.507850498,-2.083001281,-2.507850498,-2.507850498,-2.507850498,-1.408008349,-2.142876998,-1.728513204,-1.728513204,-1.498332603,-1.718513204,-2.507850498,-2.083001281,-7.352409309,-4.975367526,-3.71867176,-4.972658138,-4.972658138,-7.354280192,-7.354280192,-7.352409309,-5.753647564,-7.354280192,-4.972658138,-7.354280192,-7.393575785,-7.354280192,-4.972658138,-7.354280192,-4.972658138,-7.919230239,-3.71867176
985.25,-1.72412206,-1.72412206,-1.72412206,-2.090355118,-1.72412206,-2.090355118,-1.416114787,-1.73412206,-1.73412206,-1.416114787,-1.73412206,-2.15009356,-2.15009356,-1.416114787,-1.516031551,-2.15009356,-2.15009356,-2.15009356,-2.516373342,-1.516031551,-2.516373342,-2.516373342,-2.090355118,-1.516031551,-1.516031551,-1.506287237,-1.72412206,-2.516373342,-2.15009356,-1.416114787,-2.15009356,-1.516031551,-1.72412206,-1.72412206,-1.416114787,-2.15009356,-2.15009356,-2.516373342,-2.516373342,-2.090355118,-2.090355118,-2.090355118,-2.15009356,-2.15009356,-1.73412206,-1.73412206,-2.516373342,-1.73412206,-1.73412206,-1.73412206,-1.743582174,-1.516031551,-2.516373342,-2.090355118,-1.743582174,-2.090355118,-2.516373342,-1.72412206,-2.090355118,-1.416114787,-2.15009356,-2.15009356,-2.15009356,-1.73412206,-2.15009356,-2.15009356,-1.73412206,-2.516373342,-2.090355118,-2.516373342,-2.516373342,-2.516373342,-1.416114787,-2.15009356,-1.73412206,-1.73412206,-1.506287237,-1.72412206,-2.516373342,-2.090355118,-7.381042726,-4.993956674,-3.736897995,-4.991728057,-4.991728057,-7.382581627,-7.382581627,-7.381042726,-5.775670631,-7.382581627,-4.991728057,-7.382581627,-7.411396661,-7.382581627,-4.991728057,-7.382581627,-4.991728057,-7.949043069,-3.736897995
991.25,-1.729768498,-1.729768498,-1.729768498,-2.097549598,-1.729768498,-2.097549598,-1.42511767,-1.739768498,-1.739768498,-1.42511767,-1.739768498,-2.157266123,-2.157266123,-1.42511767,-1.521042331,-2.157266123,-2.157266123,-2.157266123,-2.524864946,-1.521042331,-2.524864946,-2.524864946,-2.097549598,-1.521042331,-1.521042331,-1.515181385,-1.729768498,-2.524864946,-2.157266123,-1.42511767,-2.157266123,-1.521042331,-1.729768498,-1.729768498,-1.42511767,-2.157266123,-2.157266123,-2.524864946,-2.524864946,-2.097549598,-2.097549598,-2.097549598,-2.157266123,-2.157266123,-1.739768498,-1.739768498,-2.524864946,-1.739768498,-1.739768498,-1.739768498,-1.749482817,-1.521042331,-2.524864946,-2.097549598,-1.749482817,-2.097549598,-2.524864946,-1.729768498,-2.097549598,-1.42511767,-2.157266123,-2.157266123,-2.157266123,-1.739768498,-2.157266123,-2.157266123,-1.739768498,-2.524864946,-2.097549598,-2.524864946,-2.524864946,-2.524864946,-1.42511767,-2.157266123,-1.739768498,-1.739768498,-1.515181385,-1.729768498,-2.524864946,-2.097549598,-7.409355237,-5.012610709,-3.754751014,-5.011096003,-5.011096003,-7.410401169,-7.410401169,-7.409355237,-5.797731766,-7.410401169,-5.011096003,-7.410401169,-7.428012278,-7.410401169,-5.011096003,-7.410401169,-5.011096003,-7.978303396,-3.754751014
997.25,-1.735459156,-1.735459156,-1.735459156,-2.104571694,-1.735459156,-2.104571694,-1.435087757,-1.745459156,-1.745459156,-1.435087757,-1.745459156,-2.164392495,-2.164392495,-1.435087757,-1.526044477,-2.164392495,-2.164392495,-2.164392495,-2.533325012,-1.526044477,-2.533325012,-2.533325012,-2.104571694,-1.526044477,-1.526044477,-1.52509435,-1.735459156,-2.533325012,-2.164392495,-1.435087757,-2.164392495,-1.526044477,-1.735459156,-1.735459156,-1.435087757,-2.164392495,-2.164392495,-2.533325012,-2.533325012,-2.104571694,-2.104571694,-2.104571694,-2.164392495,-2.164392495,-1.745459156,-1.745459156,-2.533325012,-1.745459156,-1.745459156,-1.745459156,-1.755361431,-1.526044477,-2.533325012,-2.104571694,-1.755361431,-2.104571694,-2.533325012,-1.735459156,-2.104571694,-1.435087757,-2.164392495,-2.164392495,-2.164392495,-1.745459156,-2.164392495,-2.164392495,-1.745459156,-2.533325012,-2.104571694,-2.533325012,-2.533325012,-2.533325012,-1.435087757,-2.164392495,-1.745459156,-1.745459156,-1.52509435,-1.735459156,-2.533325012,-2.104571694,-7.437313411,-5.031363109,-3.772173876,-5.030822396,-5.030822396,-7.437686783,-7.437686783,-7.437313411,-5.819844281,-7.437686783,-5.030822396,-7.437686783,-7.44338251,-7.437686783,-5.030822396,-7.437686783,-5.030822396,-8.007018805,-3.772173876
1000,-1.73808397,-1.73808397,-1.73808397,-2.107728975,-1.73808397,-2.107728975,-1.44,-1.74808397,-1.74808397,-1.44,-1.74808397,-2.167642711,-2.167642711,-1.44,-1.528334912,-2.167642711,-2.167642711,-2.167642711,-2.53719192,-1.528334912,-2.53719192,-2.53719192,-2.107728975,-1.528334912,-1.528334912,-1.53,-1.73808397,-2.53719192,-2.167642711,-1.44,-2.167642711,-1.528334912,-1.73808397,-1.73808397,-1.44,-2.167642711,-2.167642711,-2.53719192,-2.53719192,-2.107728975,-2.107728975,-2.107728975,-2.167642711,-2.167642711,-1.74808397,-1.74808397,-2.53719192,-1.74808397,-1.74808397,-1.74808397,-1.758048554,-1.528334912,-2.53719192,-2.107728975,-1.758048554,-2.107728975,-2.53719192,-1.73808397,-2.107728975,-1.44,-2.167642711,-2.167642711,-2.167642711,-1.74808397,-2.167642711,-2.167642711,-1.74808397,-2.53719192,-2.107728975,-2.53719192,-2.53719192,-2.53719192,-1.44,-2.167642711,-1.74808397,-1.74808397,-1.53,-1.73808397,-2.53719192,-2.107728975,-7.45,-5.04,-3.78,-5.04,-5.04,-7.45,-7.45,-7.45,-5.83,-7.45,-5.04,-7.45,-7.45,-7.45,-5.04,-7.45,-5.04,-8.02,-3.78
1003.25,-1.741199554,-1.741199554,-1.741199554,-2.111409654,-1.741199554,-2.111409654,-1.452115567,-1.751199216,-1.751199216,-1.452115567,-1.751199216,-2.171470199,-2.171470199,-1.452115567,-1.531039548,-2.171470199,-2.171470199,-2.171470199,-2.541752479,-1.531039548,-2.541752479,-2.541752479,-2.111409654,-1.531039548,-1.531039548,-1.542411548,-1.741199554,-2.541752479,-2.171470199,-1.452115567,-2.171470199,-1.531039548,-1.741199554,-1.741199554,-1.452115567,-2.171470199,-2.171470199,-2.541752479,-2.541752479,-2.111409654,-2.111409654,-2.111409654,-2.171470199,-2.171470199,-1.751199216,-1.751199216,-2.541752479,-1.751199216,-1.751199216,-1.751199216,-1.761218473,-1.531039548,-2.541752479,-2.111409654,-1.761218473,-2.111409654,-2.541752479,-1.741199554,-2.111409654,-1.452115567,-2.171470199,-2.171470199,-2.171470199,-1.751199216,-2.171470199,-2.171470199,-1.751199216,-2.541752479,-2.111409654,-2.541752479,-2.541752479,-2.541752479,-1.452115567,-2.171470199,-1.751199216,-1.751199216,-1.542411548,-1.741199554,-2.541752479,-2.111409654,-7.464941388,-5.05023195,-3.789172459,-5.050921734,-5.050921734,-7.464421048,-7.464421048,-7.464941388,-5.842021751,-7.464421048,-5.050921734,-7.464421048,-7.457552252,-7.464421048,-5.050921734,-7.464421048,-5.050921734,-8.035196884,-3.789172459
1009.25,-1.746960525,-1.746960525,-1.746960525,-2.118094468,-1.746960525,-2.118094468,-1.461875081,-1.756949455,-1.756949455,-1.461875081,-1.756949455,-2.178489703,-2.178489703,-1.461875081,-1.536002829,-2.178489703,-2.178489703,-2.178489703,-2.550124732,-1.536002829,-2.550124732,-2.550124732,-2.118094468,-1.536002829,-1.536002829,-1.553577589,-1.746960525,-2.550124732,-2.178489703,-1.461875081,-2.178489703,-1.536002829,-1.746960525,-1.746960525,-1.461875081,-2.178489703,-2.178489703,-2.550124732,-2.550124732,-2.118094468,-2.118094468,-2.118094468,-2.178489703,-2.178489703,-1.756949455,-1.756949455,-2.550124732,-1.756949455,-1.756949455,-1.756949455,-1.767054944,-1.536002829,-2.550124732,-2.118094468,-1.767054944,-2.118094468,-2.550124732,-1.746960525,-2.118094468,-1.461875081,-2.178489703,-2.178489703,-2.178489703,-1.756949455,-2.178489703,-2.178489703,-1.756949455,-2.550124732,-2.118094468,-2.550124732,-2.550124732,-2.550124732,-1.461875081,-2.178489703,-1.756949455,-1.756949455,-1.553577589,-1.746960525,-2.550124732,-2.118094468,-7.492511858,-5.069157929,-3.806033469,-5.071194645,-5.071194645,-7.490757048,-7.490757048,-7.492511858,-5.864272354,-7.490757048,-5.071194645,-7.490757048,-7.470947591,-7.490757048,-5.071194645,-7.490757048,-5.071194645,-8.062845218,-3.806033469
